HABERLER,ETIKET
Xperia X için konsept yazılım süreci bitti!,Teknoloji
HTC U 11 tasarımı tamamen ortaya çıktı!,Teknoloji
iOS 11'de kablosuz şarj uyarı sesi var,Teknoloji
Acer'dan Android'li Hepsi Bir Arada Bilgisayar,Teknoloji
Seagate yapay zeka destekli gözetim sunan diskini sundu!,Teknoloji
Snapdragon 636 mobil platformu resmi olarak tanıtıldı.,Teknoloji
Kocaeli'nin Kefken ilçesinde göçmenleri taşıyan balıkçı teknesi batarken 15 kişi yaşamını yitirdi.,Yaşam
Sakarya'da bulunan özel bir hastanede yoğun bakım ünitesinde yattığı esnada hemşireler tarafından kendisine sigara verilerek dalga geçilen yaşlı adamın hayatını kaybettiği ortaya çıktı.,Yaşam
"Balıkesir'de, İran uyruklu bir kişi, ev arkadaşları tarafından öldürülüp 3 gün buzdolabında bekletildi.",Yaşam
"Meksika'da salı günü meydana gelen 7,1 büyüklüğündeki depremde hayatını kaybedenlerin sayısının 286'ya yükseldiği bildirildi.",Yaşam
Kazada Ölen 2 Liseli Toprağa Verildi. ,Yaşam
Meksika'da 7.1'lik depremin ardından enkaz altından kurbanları canlı çıkarma çalışmaları son hızla devam ederken yıkılan binalardan çocukların ağlama sesleri geliyor.,Yaşam
Adana'da 1 milyonluk vergi borcundan dolayı 2 dayısını ve kuzenini öldüren polis memurunun görüntüleri ortaya çıktı. ,Yaşam
"Tekirdağ'da baltalı dehşet: 1 ölü, 4 yaralı ",Yaşam
"Bursa'daki bir ilkokulda öğretmen, daha önce tartıştığı bir öğrencinin annesi tarafından öğrencilerin gözü önünde sınıfta bacağından ve sırtından bıçaklandı.",Yaşam
Bursa'da yaşanan aile faciasında kendisini bacağından bıçaklayan 8 aylık eşini karnındaki bebeğiyle birlikte öldüren zanlı yakalandı.,Yaşam
"Bahçelievler'de yangında şüpheli ölüm, cinayet çıktı",Yaşam
"Eskişehir'de 27 yaşındaki genç, sokakta ölü bulundu",Yaşam
Sulama kanalında kadın cesedi bulundu,Yaşam
"Seslendirme sanatçısı, tiyatro ve sinema oyuncusu Gülen Kıpçak, 73 yaşında yaşama veda etti.",Yaşam
"Muğla'nın Marmaris ilçesinde, tatile gelen Litvanyalı bir turist otel odasında ölü bulundu.",Yaşam
"Atatürk Havalimanı'nda uçaklara özel güvenlik hizmeti veren bir şirkette çalışan 24 yaşındaki Büşra Yörük, hayatını kaybetti.",Yaşam
Motosikletiyle seyir halindeyken vurulup hayatını kaybetti,Yaşam
"Sunucu Vatan Şaşmaz, Beşiktaş'taki Conrad Otel'de Filiz Aker isimli bir kadın tarafından öldürüldü. Aker daha sonra aynı tabancayla intihar etti.",Yaşam
Korkunç cinayet kamerada: Kurşun yağdırdı,Yaşam
Jandarma er birliğinde ölü bulundu,Yaşam
İstek şarkı istedi diye döverek öldürdüler!,Yaşam
"Karısı ve 3 çocuğuyla birlikte 5 yıl esir tutulduktan sonra kurtarılan Kanadalı Boyle, bu süre zarfında eşine tecavüz edildiğini ve bebeklerinin öldürüldüğünü söyledi.",Yaşam
Savaş mağduru bebek yanarak can verdi,Yaşam
İstanbul'da eşini ve baldızını öldüren müzisyen tutuklandı,Yaşam
"14 yaşındaki kız, TIR'ın altında feci şekilde ezildi ve yaşamını yitirdi.",Yaşam
Ankara'da kız kaçırma dehşeti! Polis şehit oldu,Yaşam
Denizli'de 15 yıl sonra tecavüz cinayeti,Yaşam
Karısı ile doktoru öldüren koca yakalandı!,Yaşam
Manisa'da hemzemin geçitte trenin bir adama çarpması sonucu 1 kişi feci şekilde can verdi.,Yaşam
15 Aylık Bebek Yatağında Ölü Bulundu,Yaşam
Hakkari'nin Çukurca İlçesi'nin Irak sınırında askeri aracın geçişi sırasında el yapımı patlayıcının infilak etmesi sonucu 2 asker şehit oldu.,Yaşam
Fatih Samatya Balıkçı Barınağının ilerisindeki kayalıklarda karaya vurmuş erkek cesedi bulundu.,Yaşam
"İtalyan sporcu Armin Schmieder, Facebook'ta canlı yayınladığı atlayışı sonucu hayatını kaybetti.",Yaşam
Çin'in Shangai kentinde meydana gelen kazada kadın trenin altında kalarak feci şekilde can verdi. ,Yaşam
"Fil, hortumuyla attığı taş ile küçük kızı öldürdü",Yaşam
İstanbul'daki yol verme cinayeti kamerada,Yaşam
Emekli bekçinin gölde cesedi bulundu,Yaşam
"ABD'nin Chicago kentinde 28 yaşındaki bir kişi, Facebook'ta canlı görüntüsünü yayımlarken öldürüldü.",Yaşam
Gemide iki kişinin cesedi bulundu,Yaşam
Ankara'da Silahlı Saldırı: 1 Polis Şehit,Yaşam
Kızı jandarmayı aradı: Annemi öldürdüm,Yaşam
Ayakkabıyı değiştirmeyen tezgahtarı öldürdü,Yaşam
"İsviçreli kız, babası ile Türk eşini öldürdü...",Yaşam
"Kartal'da kayıp başvurusu yapılan 19 yaşındaki gencin, boş bir arazide top oynayan çocuklar tarafından başından silahla vurulmuş halde cesedi bulundu",Yaşam
"Muğla'nın Fethiye ilçesinde motosikletiyle kaldırıma çarpıp düşen paraşütçü, yoldan geçen kamyonun üzerinden geçmesi sonucu feci şekilde can verdi.",Yaşam
Kastamonu'da 22 gün önce kaybolan 51 yaşındaki Selma Köse'nin ormanlık alanda cesedi bulundu.,Yaşam
Genç Tıp Öğrencisi Terör Saldırısında Şehit Oldu,Yaşam
"Hakkari-Van karayolunda terör örgütü PKK mensuplarınca yola yerleştirilen el yapımı patlayıcının infilak ettirilmesi sonucu 1 asker şehit oldu, 3 asker yaralandı",Yaşam
Bingöl Karlıova'da çatışma: Bir korucu şehit,Yaşam
Kum ocağında esrarengiz cinayet,Yaşam
Elma Diliminin Soluk Borusunu Tıkaması Sonucu 14 Aylık Bebek Hayatını Kaybetti,Yaşam
Ordu'da Yaşlı Kadın Ölü Bulundu,Yaşam
Eylem Gülçin Kanık Cinayetindeki Gelişmeler Kan Dondurdu,Yaşam
Aydın'daki vahşi cinayette şok bir bilgi ortaya çıktı!,Yaşam
Şizofren hastası genç tartıştığı babasını öldürdü,Yaşam
"Trabzon'da genç bir polis memuru silahla önce tartıştığı kız arkadaşını vurdu, ardından silahla intihar etti.",Yaşam
"Bursa'da 64 yaşındaki okul servis şoförü, araç seyir halindeyken kalp krizi geçirerek hayatını kaybetti. ",Yaşam
Ölen eşinin başında kriz geçirdi,Yaşam
"Eski dünya kıtalararası ağır siklet boks şampiyonu Sinan Şamil Sam, karaciğer yetmezliği nedeniyle tedavi gördüğü hastanede hayatını kaybetti.",Yaşam
Manisa'da hemzemin geçitte trenin bir adama çarpması sonucu 1 kişi feci şekilde can verdi,Yaşam
ETİ'nin kurucusu Firuz Kanatlı hayatını kaybetti,Yaşam
İTÜ'yü yasa boğan ölüm,Yaşam
Üniversiteli gencin inanılmaz ölümü,Yaşam
"Blues ve rock müziğin efsanevi ismi Joe Cocker, 70 yaşında yaşamını yitirdi. ",Yaşam
Ankara'da çatışma: 3 kişi öldürüldü,Yaşam
"Kobani'ye destek amaçlı düzenlenen konserde sahnede fenalaşan sanatçı Bilal Ercan, geçirdiği kalp krizi nedeniyle hayatını kaybetti.",Yaşam
"Tartıştığı oğlunu öldürdü, komşusunu yaraladı!",Yaşam
Nişanlısı aldatınca hayat kadınlarını öldürdü,Yaşam
Düzce'de kan donduran cinayet!,Yaşam
Talihsiz kazada onlarca tonluk basınç altında can verdi,Yaşam
10 yaşındaki oğlunu öldüren katil zanlısı baba tutuklandı,Yaşam
Çorum'da iki genç kıza bir gün arayla cinsel istismarda bulunmaya çalıştığı öne sürülen TIR şoförü 34 yaşındaki G.V. polis tarafından yakalandı.,Yaşam
Sobadan sızan gaz 2 ölüme yol açtı,Yaşam
"Mersin'de otomobille otobüs çarpıştı: 1 ölü, 5 yaralı",Yaşam
Kendisini aldatan eşinin sevgilisini öldürdü,Yaşam
Rize'de Emir Taş'ı boğazını keserek öldürdükten sonra intihara kalkışan 9. sınıf öğrencisi B.K. hakkındaki soruşturma tamamlandı.,Yaşam
Düğün dönüşü facia: 3 ölü 17 yaralı,Yaşam
Konya'nın Akşehir ilçesinde TIR'a çarpan kamyonun sürücüsü yaşamını yitirdi.,Yaşam
Boynundaki atkıyı tohum makinesine kaptırdı; öldü,Yaşam
Eşini döverken araya giren babasını öldürdü,Yaşam
Denizli'de iki katlı bir evde meydana gelen patlamada 5 kişinin yaralandığı belirtildi.,Yaşam
Fatih'te iki taksi çarpıştı 4 kişi yaralandı,Yaşam
Zorla alıkoyduğu öne sürülen kadın ile birlikte cesedi bulundu,Yaşam
Kastamonu'da kaza yapan otobüsten 127 kaçak çıktı,Yaşam
2 aylık bebek sünnet için girdiği ameliyatta öldü,Yaşam
Köpeğe çarpmamak için direksiyonu kırdı 1 kişi öldü,Yaşam
İstanbul'da boğazı kesilmiş bir ceset bulundu,Yaşam
"Gümüşhane'de, ""dur"" ihtarına uymayan alkollü sürücünün otomobiliyle kontrol noktasında çarptığı trafik polisi şehit oldu.",Yaşam
7 yaşındaki kız öğretmenin otomobili altında can verdi,Yaşam
Yozgat'ta bir adam ceviz ağacından düşüp yaşamını yitirdi.,Yaşam
Tokat'ta çoban cinayetinin 16 yaşındaki şüphelisi tutuklandı,Yaşam
Kocaeli'de bir öğretmen kendini asarak intihar etti,Yaşam
Kanser tedavisi gören öğretmen Handan Sivri Akcan hayatını kaybetti,Yaşam
Avcılar'daki cinayetin zanlıları adliyeye sevk edildi,Yaşam
"Manisa'da yaralanan kadın kendi acısını unuttu, oğlunun başında gözyaşı döktü",Yaşam
DJ Hasan Köseoğlu hayatını kaybetti,Yaşam
"Zonguldak'ta okulun kazan dairesinde patlama: 1 ölü, 7 yaralı",Yaşam
"Ankara'da yolcu otobüsü devrildi. Kazada, ilk belirlemelere göre 3 kişi öldü, çok sayıda kişi yaralandı",Yaşam
Bilgisayar mühendisi evinde ölü bulundu,Yaşam
Cezaevinden izinli çıktı ve öldürdü,Yaşam
"Yanlış otobüse bindi, vahşice öldürüldü",Yaşam
"Raylarda Dolaşan Genç, Test Sürüşü Yapan Trenin Çarpmasıyla Can Verdi",Yaşam
3 Yaşındaki Alper Unutulduğu Servis Aracında Can Verdi,Yaşam
Adıyaman'da İşitme Engelli Adam Yanarak Can Verdi,Yaşam
"Sınıf Arkadaşını Öldüren Liseli, Seri Katilin Yer Aldığı Bilgisayar Oyununun Tutkunuymuş",Yaşam
"Avcılar'da Boğazı Kesilen Adamın, Katil Zanlısı ile Karısının Aşk Yaşadığı Ortaya Çıktı",Yaşam
Japonya'da yaşlı bir kadın seri cinayetler işlediği gerekçesiyle ömür boyu hapis cezasına çarptırıldı.,Yaşam
İple Boğamayınca Bıçakla Boğazını Keserek Öldüren Şüpheliler Adliyeye Sevk Edildi,Yaşam
Çay İkramı Yüzünden Çıkan Cinayette 1 Tutuklama,Yaşam
Liseli Ersin'i Bıçaklayarak Öldüren Zanlı Konuştu: Küfür Ettiği İçin Vurdum,Yaşam
Servis minibüsünün altında kalan küçük Elvan hayatını kaybetti,Yaşam
Çankırı'da sobadan sızan karbonmonoksit gazından zehirlenen yaşlı çift hayatını kaybetti.,Yaşam
"İstanbul Mali Polisi ihbar üzerine 2'si büfe 6 ayrı adrese düzenlediği operasyonda, bin 386 şişe sahte içki ele geçirdi",Yaşam
Çorum'un Alaca İlçesi'ne bağlı İbrahim köyünde yaşayan A.D.(81) adlı şahıs evinin yatak odasında ölmüş olarak bulundu.,Yaşam
Sinop'ta safra kesesi ameliyatında hayatını kaybeden kadının otopsisi sonucunda 'ölüm sebebiyle ilgili bir kanaate varılamadığı' ortaya çıktı.,Yaşam
"Konya'da ""çekirdek yediği"" için başından bıçaklanarak ağır yaralanan gencin tedavi gördüğü hastanede beyin ölümü gerçekleşti.",Yaşam
Yoldan geçen kamyon halata takılınca iskele çöktü. İnanılmaz kazada boya yapmak için çıktıkları iskeleden düşen 2 işçi öldü.,Yaşam
Araç metro istasyonuna uçtu; 2 polis memuru öldü. ,Yaşam
"Şırnak'ın Beytüşşebap bölgesinde göreve giden askeri araçlara uzun namlulu silahlarla Kuzey Irak'tan ateş açılması sonucu 3 asker şehit oldu, 10 asker yaralandı. ",Yaşam
"Darbeci askerler, polisi böyle şehit etti",Yaşam
Özalp ilçesinde terör örgütü PKK'ya yönelik operasyonda 31 şüpheli gözaltına alındı,Yaşam
Terör örgütü PKK'nın dün gece Siirt ve Hakkari'de düzenlediği saldırılarda 3 asker ve 2 polis şehit oldu.,Yaşam
Hakkari'nin Şemdinli İlçesi'nde meydana gelen patlamada şehit sayısı 5'e yükseldi.,Yaşam
Şanlıurfa'da otogarda çatışma: 3 polis şehit oldu,Yaşam
"İstanbul'da geçirdiği trafik kazasının ardından kaldırıldığı hastanede yoğun bakıma alınan ünlü oyuncu İsrafil Köse, bu sabah hayatını kaybetti.",Yaşam
Almanya'da patlama! Bir kişi öldü,Yaşam
"Ağrı'nın Eleşkirt ilçesinde meydana gelen trafik kazasında, 3 erkek kardeş yaşamını yitirdi, bir kişi ağır yaralandı.",Yaşam
Elektrikli battaniyeden çıkan yangında 3 kişi öldü,Yaşam
Yanarak 5'inci kattan atlayan genç yaşamını yitirdi.,Yaşam
Plaza terasından düşen kişi hayatını kaybetti,Yaşam
Kastamonu Üniversitesi Genel Sekreteri öldürüldü,Yaşam
"MANİSA'da bir fabrikada çalışan 33 yaşındaki Ertan Çetinkaya, yalnız yaşadığı evinde ölü bulundu. ",Yaşam
Gaziantep'te bakkaldan çıkarken minibüsün çarptığı kardeşlerden biri hayatını kaybetti.,Yaşam
"Tartıştığı kişi tarafından raylara itilen 58 yaşındaki adam, feci bir şekilde hayatını kaybetti.",Yaşam
Japonya'daki tünel faciasında ölü sayısı artıyor,Yaşam
"Beyoğlu'nda cadde üzerinde bulunan Belçika uyruklu üniversite öğrencisi bir genç, hastaneye kaldırılırken, yolda hayatını kaybetti.",Yaşam
"34. Vodafone Avrasya Maratonu'na katılan 34 yaşındaki Türk sporcu Ali Ferda Anıl, kalp krizi geçirerek hayatını kaybetti.",Yaşam
Taksim Metrosu'nda raylara düşen genç bir kadın trenin altında kalarak hayatının kaybetti.,Yaşam
Nepal'de Everest Dağı yakınlarına giden bir uçak düştü. Uçakta bulunan 19 kişi hayatını kaybetti.,Yaşam
Ünlü işadamı evinde ölü bulundu,Yaşam
"Askeri araç kaza yaptı: 4 yaralı, 1 şehit!",Yaşam
Kaza yapan polis memuru şehit oldu!,Yaşam
"Şanlıurfa'nın Ceylanpınar ilçesinde, sınır hattında nöbet tutan askerlerden biri cinnet getirip 2 arkadaşını vurduktan sonra intihar etti.",Yaşam
"Avcılar'da gürültü nedeniyle çıkan tartışmanın ardından pompalı tüfek kullanılması sonucu, 2 kişi öldü, 1 kişi yaralandı",Yaşam
"Lübnan'ın başkenti Beyrut'ta dün 5 kişinin ölümüne yol açan patlama, Lübnan televizyonun canlı yayınında korku dolu anların yaşanmasına neden oldu.",Yaşam
"Fatih'te bir kadın, kedi yavrularını ezerek vahşice öldürdü",Yaşam
"Toprak kayması sonucu koyteyner devrildi, 1 işçi öldü",Yaşam
Cam silerken 3. kattan düşüp hayatını kaybetti!,Yaşam
"Lastiği patlayan otomobilin karşı şerite geçerek başka bir otomobille çarpıştığı kazada, 6 kişi öldü, 1 kişi yaralandı.",Yaşam
"Bakırköy Askerlik Şubesi Başkanı Albay İhsan Bursalı'nın 24 yaşındaki oğlu, 3. kattaki evlerinin penceresinden aşağı düşerek hayatını kaybetti. ",Yaşam
Dehşet! 2 çocuğunu öldürüp intihar etti...,Yaşam
Karaman'da seyyar satıcılar arasında tezgah yeri konusunda çıkan kavgada bir kişi hayatını kaybetti.,Yaşam
Bebek arabasındaki çocuk ölümden son anda kurtuldu,Yaşam
'Mavi Balina' liseli İbrahim'i ölüme sürükledi,Yaşam
"Anamur'da Cinayet ,Önce Kız Arkadaşını Sonra Kendini Öldürdü",Yaşam
"Mersin'in Anamur ilçesinde caddede tartıştığı kadını av  tüfeğiyle öldüren kişi, aynı silahla intihar etti.",Yaşam
Çanakkale'de dün akşam saatlerinde kayıp olan bir kişinin cansız bedeni boğazdan çıkarıldı. İntihar ettiği iddia edilen şahsın dün doğum günü olduğu öğrenildi.,Yaşam
Adapazarı'nda bir evde tabancayla vurulmuş bir erkekle kadının cesetleri bulundu,Yaşam
Öğretmen kendini asarak intihar etti,Yaşam
"Endonezya'nın Cakarta kentinden hızla giden bir trenin duran bir trene çarpması sonucu en az 36 kişi öldü, onlarca kişi yaralandı.",Yaşam
"Şanlıurfa'dan Samsun'a düğün yapmak üzere gidenlerin bulunduğu minibüsün Malatya'da beton elektrik direğine çarparak takla atması sonucu 7 kişi öldü, 3'ü ağır 7 kişi yaralandı.",Yaşam
Amerika Birleşik Devletleri'nin (ABD) San Francisco kenti yakınlarındaki bir doğalgaz boru hattında meydana gelen patlama ve ardından çıkan yangında ölü sayısı 6'ya yükseldi.,Yaşam
"Yichun şehri yerel hükümet sözcüsü Jin Yi, uçak kazasında 43 kişinin öldüğünü ve 53 kişinin yaralı kurtarıldığını açıkladı.",Yaşam
Azeriler ölen askerlerinin cenazesini istiyor,Yaşam
Çin'in doğusundaki Nanjing kentindeki bir fabrikada meydana gelen patlama sonucu en az 6 kişinin öldüğü ve 300 kişinin yaralandığı bildirildi.,Yaşam
RİZE'nin Çayeli İlçesi'nde sel nedeniyle oluşan toprak kayması sonucu 2 kişi hayatını kaybetti. ,Yaşam
"Almanya'nın birçok bölgesi sıcaktan kavrulurken ülkenin batısında etkili olan ""Narino"" adlı soğuk hava dalgasıyla gelen aşırı yağış ve fırtına, 3 kişinin ölümüne neden oldu.",Yaşam
Kaza yapan polis memuru şehit oldu!,Yaşam
"Şanlıurfa'nın Ceylanpınar ilçesinde, 3 asker şehit oldu. ",Yaşam
"Kocaeli'de Cengiz Topel Havaalanı'ndan kalktıktan kısa süre sonra düşen ve 4 askerin şehit olduğu kazada, uzun süren çalışmalar sonucu şehitlerin naaşı çıkartıldı.",Yaşam
"Kentte meydana gelen trafik kazasında 2 kişi öldü, 1 kişi ağır yaralandı.",Yaşam
Boşandığı eski eşini ağır yaralayıp sevgilisini öldürdü,Yaşam
Caddede tartıştığı kadını silahla vurup intihar etti,Yaşam
Denizli'de iki otomobilin çarpışması sonucu meydana gelen kazada 1 kişi hayatını kaybetti.,Yaşam
Müteahhit sevgilisiyle ölü bulunan mimar toprağa verildi,Yaşam
Otomobille takip ettiği kardeşini öldürdü,Yaşam
Kayıp kişinin cesedi Seyhan Nehri'nden çıktı,Yaşam
Artvin'de ahşap evde yangın can aldı,Yaşam
"Sahilde bir kafede çıkan silahlı kavgada 2 kişi hayatını kaybetti, 1 kişi yaralandı.",Yaşam
Pancar yüklü traktör ile otomobil çarpıştı 2 ölü 2 yaralı,Yaşam
"PKK'ya yönelik operasyonda yaralanan İlçe Jandarma Asayiş Komando Bölük Komutan Vekili Üsteğmen Sakallı, şehit düştü.",Yaşam
Nusaybin ilçesinde kontrolden çıkan otomobilin takla atması sonucu 23 yaşındaki özel harekat polisi şehit oldu.,Yaşam
'Şehit GK Çetin Karabulut-57 Operasyonu' kapsamında sağlanan sıcak temasta 1 PKK'lı terörist silahı ile birlikte ölü ele geçirildi.,Yaşam
"Şemdinli ilçesinde otomobilin şarampole devrilmesi sonucu bir yüzbaşı şehit oldu, 2 asker yaralandı.",Yaşam
Alkollü sürücünün çarptığı polis şehit oldu,Yaşam
Musul'da enkazın altından binlerce ceset çıktı,Yaşam
Balıkesir'de ormanlık alanda ceset parçaları bulundu,Yaşam
Arakan'da Myanmar ordusu ve Budistler katlettikleri Müslümanları arkalarında delil bırakmamak için yakıyor.,Yaşam
Samsun'da metruk bir binada çürümüş ceset bulundu,Yaşam
İzmir'de oyun oynayan çocuklar ceset buldu,Yaşam
Otobüsün altında kalan servis sürücüsü öldü,Yaşam
Edirne'de yasa dışı yollarla yurt dışına çıkmaya çalışan 104 kaçak yakalandı.,Yaşam
"Trabzon'da komşusu olan kadını, apartman girişine çöp bıraktığı iddiasıyla bastonla döverek burnunu kırdığı ve kaşının yaralanmasına yol açtığı gerekçesiyle yargılanan Emir Köroğlu, 4 yıl 2 ay hapis cezasına çarptırıldı.",Yaşam
"Çanakkale'de bir yatta, değişik ülke vatandaşı 79 kaçak yakalandı.",Yaşam
Edirne ve İstanbul'da düzenlenen uyuşturucu operasyonunda gözaltına alınan 17 şüpheliden 6'sı tutuklandı.,Yaşam
"Kemah ilçesinde, demir yoluna yönelik bombalı saldırı hazırlığı içinde oldukları değerlendirilen 3 terörist ölü ele geçirildi.",Yaşam
Denizli merkezli 4 ilde sokak satıcılarına yönelik gerçekleştirilen uyuşturucu operasyonunda 74 kişi gözaltına alındı.,Yaşam
"Ankara'nın Elmadağ ilçesinde devrilen otomobildeki 2 kişi öldü, 7 kişi yaralandı.",Yaşam
Edirne'de yasa dışı yollarla yurt dışına çıkmaya çalışan 51 kaçak yakalandı.,Yaşam
Diyarbakır'da kız alıp verme nedeniyle çıkan kavgada bir kişiyi bıçakla öldürdükleri gerekçesiyle aranan 2 kişi Hatay'da yakalandı.,Yaşam
"Şanlıurfa'da, bir grup esnaf ile zabıta ekipleri arasında çıkan kavgada, 3 zabıta bıçakla yaralandı.",Yaşam
"Artvin, Ardahan ve Kocaeli'de düzenlenen eş zamanlı operasyonda 14 kişi gözaltına alındı.",Yaşam
"Konak ilçesinde bir kişi, dışarıdan gelen gürültünün nedenini öğrenmek için evinin kapısından baktığı sırada, kavga edenlerin tabancasından çıkan kurşunun isabet etmesi sonucu öldü.",Yaşam
Çanakkale'nin Ayvacık ilçesinde yasa dışı yollarla Yunanistan'ın Midilli Adası'na geçmek isteyen 16 Afganistan uyruklu mülteci yakalandı.,Yaşam
Akdeniz'de 26 genç kızın cansız bedeni bulundu,Yaşam
"Balıkesir'in Dursunbey ilçesinde bir kişi, bıçkı makinesinin üzerine düşmesi sonucunda başı gövdesinden ayrılarak feci şekilde can verdi.",Yaşam
Ege'de Kayıp 8 Mülteciden Birinin Cesedine Ulaşıldı,Yaşam
Kartal'da yolun karşısına bisikletiyle geçmeye çalışırken hafriyat kamyonunun altında kalan bir kişi hayatını kaybetti.,Yaşam
Akdeniz'de bu yıl 2 bin 800 göçmen öldü,Yaşam
Trenle peron arasında feci şekilde can verdi,Yaşam
"Art arda depremler, ölü sayısı fırladı! Fayın ucu Türkiye'ye çıkıyor...",Yaşam
Musul'da patlama! Hayatını kaybedenler var,Yaşam
Hindistan'da tekne alabora oldu: 13 ölü,Yaşam
"Konser alanında bombalı saldırı: 7 ölü, 20 yaralı",Yaşam
"Antalya'da enerji ve nakil kablo hırsızlıklarına yönelik yapılan operasyonda bir kişi yakalandı, firarda olan 3 şüpheliyi yakalama çalışmalarının da devam ettiği bildirildi.",Yaşam
Adana'da dilencilik yaptığı iddia edilen bir kişi Büyükşehir Belediyesi zabıta ekipleri tarafından yakalandı.,Yaşam
Yozgat'ta terör örgütü DEAŞ üyesi oldukları iddiasıyla Irak uyruklu 4 şüpheli gözaltına alındı.,Yaşam
"İstanbul'da terör örgütü DEAŞ'a yönelik operasyonda, yabancı uyruklu 32 kişi gözaltına alındı.",Yaşam
Çorum'un Sungurlu ilçesindeki silahlı kavgada 3 kişi yaralandı.,Yaşam
Çarşaflı iki hırsızlık şüphelisi yakalandı,Yaşam
Operasyonda 6 ton kaçak mazot ile 5 bin paket gümrük kaçağı sigara yakalandı,Yaşam
Başkale ilçesinde bir kamyonette 42 yabancı uyruklu kaçak yakalandı.,Yaşam
"Balıkesir'de kendilerini polis ve savcı olarak tanıtıp, dolandırıcılık yapan 3 kişi suçüstü yakalandı.",Yaşam
Çanakkale'nin Ayvacık ilçesinde yasa dışı yollarla Yunanistan'ın Midilli Adası'na geçiş yapmak isteyen 29 kaçak göçmen yakalandı. ,Yaşam
"Kars'ın Sarıkamış ilçesinde taksiyle yolculuk yapan kişi, iç çamaşırına gizlenmiş birer gramlık 70 paket metamfetamin ve 4 gram esrarla yakalandı.",Yaşam
"Erzurum'da, H Tipi Yüksek Güvenlikli Ceza İnfaz Kurumu'na uyuşturucu sokmak isterken yakalanan zanlı tutuklandı.",Yaşam
"Kayseri'de yaşanan olayda Hasan E., 12 yaşındaki oğlu Haydar'ı döverek üç tekerlekli motosikletin kasasına bindirip iple boğarak öldürdü.",Yaşam
Üvey babasının kendisine tecavüz ettiğini söyleyen 19 yaşındaki genç kız boğularak öldürüldü. Vahşetin diğer aşamasında ise genç kızın derisi yüzüldü.,Yaşam
Kağıt toplayan şahsı uyurken başına kaldırım taşı vurarak öldürdüler!,Yaşam
Bursa'da şiddet gördüğü eşinden 3 aydır ayrı yaşayan ve boşanma davası açan Canan Gerçek(36) evinin önünde ölü bulundu.,Yaşam
"Mersin'in Bozyazı ilçesine bağlı Tekeli Mahallesi'nde kumar oynatıldığı tespit edilen bir kahvehaneye operasyon düzenleyen jandarma ekipleri, 2 adet çarkıfelek makinesine el koydu.",Yaşam
Hafta sonu Ayvalık'ta 99 mülteci yakalandı,Yaşam
38 terörist etkisiz hale getirildi,Yaşam
"İstanbul'da, terör örgütlerine mali kaynak sağlayan uyuşturucu tacirlerine yönelik düzenlenen operasyonlarda 1'i kadın 8 kişinin gözaltına alındığı bildirildi. ",Yaşam
Diyarbakır Havalimanı'nda polis kontrol noktasına PKK'lı teröristler roketatarlı saldırı düzenledi. ,Yaşam
Cerablus'ta 25 PKK-YPG'li terörist öldürüldü,Yaşam
İstanbul Fatih'te 3 ayrı adrese düzenlenen operasyonda 60 bin paket kaçak sigara ve piyasaya sürülmeye hazır bin şişe sahte içki ele geçirildi. ,Yaşam
İstanbul Emniyet Müdürlüğü'ne bağlı Terörle Mücadele Şube Müdürlüğü ekipleri sabah saatlerinde terör operasyonu düzenledi. ,Yaşam
"Adana Emniyet Müdürlüğü Uyuşturucuyla Mücadele Şube Müdürlüğü ekipleri, nefes kesen bir operasyonla 'torbacı' diye tabir edilen uyuşturucu satıcılarını sokakta suçüstü yakaladı.",Yaşam
"Tuzla İlçe Emniyet Müdürlüğü ekipleri, son bir ayda yaptığı çalışmalarda toplam 82 ton kaçak et ele geçirdi. ",Yaşam
"Adana Emniyet Müdürlüğünün yaklaşan yılbaşı öncesi sahte içkiye yönelik yaptığı operasyonda içkiler düdüklü tencereden çıkarken, bir zanlı ise saklandığı elbise dolabında bulundu.",Yaşam
Kartal'da 2 arkadaşın içerisinde bulunduğu tekne kayalıklara çarptı. Tekneden düşen 2 arkadaştan Adem Karapınar dalgalı denizde gözden kayboldu. ,Yaşam
"İstanbul, 3 Kasım sabahına göçmen faciasıyla uyanmıştı. Rumeli Feneri açıklarında göçmenleri taşıyan balıkçı teknesi batmış, yaşanan faciada 28 kişi hayatını kaybetmişti.",Yaşam
İZMİR'in Güzelbahçe İlçesi'nde bir balıkçı teknesi sabah saatlerinde şiddetli rüzgar nedeniyle battı. ,Yaşam
Sarıyer Rumeli Feneri açıklarında kaçak göçmenleri taşıyan teknenin batması üzerine büyük bir facia yaşandı. 6 kişinin sağ olarak kurtulduğu faciada 26 kişi hayatını kaybetti.,Yaşam
İzmir'in Karşıyaka ilçesinde işçileri taşıyan asansör 10'uncu kattan yere çakılması sonucu 4 işçi yaralandı.,Yaşam
"Erzurum'da, 4 katlı bir binanın zemin katında meydana gelen doğalgaz patlaması sonucu, 7 kişi yaralandı.",Yaşam
"Göstericilerin hınca hınç doldurduğu kamyon böyle devrildi; 2 kişi öldü, 68 kişi yaralandı",Yaşam
Tır bahçeye daldı: 2 ölü 3 yaralı,Yaşam
Güney Kore'de bir yaşlı bakımevinde çıkan yangında 1'i hemşire 21 kişi yaşamını yitirdi. ,Yaşam
Beyoğlu'nda okulun penceresinden atladığı iddia edilen kız öğrenci öldü,Yaşam
